Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,People_Tested,Mortality_Rate
Maryland,US,2021-02-02T05:30:40Z,39.0639,-76.8021,355636,7154,9501,338981,24,5882.481375130673,7038562,NA,2.0116073738316707,84000024,USA,116422.99956332456,NA,2021-02-01,NA,NA
Massachusetts,US,2021-02-02T05:30:40Z,42.2302,-71.5301,526423,14607,389717,122099,25,7637.617277787183,13721200,NA,2.774764780414229,84000025,USA,199074.2695360452,NA,2021-02-01,NA,NA
Michigan,US,2021-02-02T05:30:40Z,43.3266,-84.5361,612710,15536,481801,115373,26,6135.16344531618,9416174,NA,2.5356204403388225,84000026,USA,94285.65964246806,NA,2021-02-01,NA,NA
Minnesota,US,2021-02-02T05:30:40Z,45.6945,-93.9002,462528,6270,447420,8838,27,8201.386189737203,6255856,NA,1.3555936073059358,84000027,USA,110926.6703926781,NA,2021-02-01,NA,NA
Mississippi,US,2021-02-02T05:30:40Z,32.7416,-89.6787,275706,6056,222812,46838,28,9263.85070102337,1603336,NA,2.196542694029147,84000028,USA,53872.840371903425,NA,2021-02-01,NA,NA
Missouri,US,2021-02-02T05:30:40Z,38.4561,-92.2884,534394,7074,NA,467723,29,7735.601949220422,4165512,NA,1.4836751501262724,84000029,USA,67870.64548863139,NA,2021-02-01,NA,NA
Montana,US,2021-02-02T05:30:40Z,46.9219,-110.4544,94070,1234,89218,3618,30,8801.640752335845,958978,NA,1.3117890932284468,84000030,USA,89726.58494093256,NA,2021-02-01,NA,NA
Nebraska,US,2021-02-02T05:30:40Z,41.1254,-98.2681,190950,1920,136972,52058,31,9871.237091658017,2102977,NA,1.0054988216810683,84000031,USA,108714.24229014768,NA,2021-02-01,NA,NA
Nevada,US,2021-02-02T05:30:40Z,38.3135,-117.0554,279146,4278,NA,274868,32,9062.722797157026,2496070,NA,1.5325313635158662,84000032,USA,81037.12928825682,NA,2021-02-01,NA,NA
New Hampshire,US,2021-02-02T05:30:40Z,43.4525,-71.5639,66289,1059,60337,4662,33,4858.238257982763,1267372,NA,1.6031366375003784,84000033,USA,93208.92454352432,NA,2021-02-01,NA,NA
New Jersey,US,2021-02-02T05:30:40Z,40.2989,-74.521,700346,21513,68012,610821,34,7884.834708557238,9567658,NA,3.0717673835504167,84000034,USA,107717.33097355494,NA,2021-02-01,NA,NA
New Mexico,US,2021-02-02T05:30:40Z,34.8405,-106.2485,174550,3295,104125,67130,35,8324.474718730044,2354900,NA,1.8877112575193356,84000035,USA,112307.67983464556,NA,2021-02-01,NA,NA
New York,US,2021-02-02T05:30:40Z,42.1657,-74.9481,1428839,43805,128354,1256680,36,7344.871203786289,32336789,NA,3.0657757801963688,84000036,USA,166225.55119856974,NA,2021-02-01,NA,NA
North Carolina,US,2021-02-02T05:30:40Z,35.6301,-79.8064,761302,9342,683697,68263,37,7258.732862932829,8989114,NA,1.2271082960507131,84000037,USA,85707.87571876807,NA,2021-02-01,NA,NA
North Dakota,US,2021-02-02T05:30:40Z,47.5289,-99.784,97680,1447,95308,925,38,12817.854715233145,1346554,NA,1.4813677313677314,84000038,USA,176698.74629623312,NA,2021-02-01,NA,NA
Northern Mariana Islands,US,2021-02-02T05:30:40Z,15.0979,145.6739,133,2,29,102,69,241.18671115624545,17561,NA,1.5037593984962403,580,MNP,31845.713042216743,NA,2021-02-01,NA,NA
Ohio,US,2021-02-02T05:30:40Z,40.3888,-82.7649,899079,17207,786249,101600,39,7691.601577538048,9104857,NA,1.2490559783956694,84000039,USA,77891.85651589942,NA,2021-02-01,NA,NA
Oklahoma,US,2021-02-02T05:30:40Z,35.5653,-96.9289,391611,3564,358040,29264,40,9877.959681786902,3186209,NA,0.9118167770193518,84000040,USA,80521.41398054219,NA,2021-02-01,NA,NA
Oregon,US,2021-02-02T05:30:40Z,44.572,-122.0709,143373,1958,NA,141415,41,3399.2873429519195,3162750,NA,1.3656685707908742,84000041,USA,74986.89463093597,NA,2021-02-01,NA,NA
Pennsylvania,US,2021-02-02T05:30:40Z,40.5908,-77.2098,849966,21651,693783,134532,42,6639.327685721335,9264604,NA,2.547278361722704,84000042,USA,35093.96860128531,NA,2021-02-01,NA,NA
Puerto Rico,US,2021-02-02T05:30:40Z,18.2208,-66.5901,94238,1836,78813,13589,72,2950.752326303021,400210,NA,1.9482586642331117,630,PRI,12531.256908144613,NA,2021-02-01,NA,NA
Rhode Island,US,2021-02-02T05:30:40Z,41.6809,-71.5118,115956,2352,7054,106729,44,10945.843768082836,2545504,NA,1.8739866846045048,84000044,USA,240286.73889259656,NA,2021-02-01,NA,NA
South Carolina,US,2021-02-02T05:30:40Z,33.8569,-80.945,445916,7283,197810,240823,45,8660.725765696056,4258793,NA,1.6332672521282037,84000045,USA,82715.66453292996,NA,2021-02-01,NA,NA
South Dakota,US,2021-02-02T05:30:40Z,44.2998,-99.4388,108315,1778,103709,2828,46,12243.700680149077,402883,NA,1.6415085629875823,84000046,USA,45541.050280390526,NA,2021-02-01,NA,NA
Tennessee,US,2021-02-02T05:30:40Z,35.7478,-86.6923,729187,9753,685162,34272,47,10677.5284975899,6447858,NA,1.3375169880977034,84000047,USA,94416.36719169843,NA,2021-02-01,NA,NA
Texas,US,2021-02-02T05:30:40Z,31.0545,-97.5635,2412627,37245,1974572,400810,48,8320.585258299274,17504358,NA,1.5437529298975765,84000048,USA,60368.42957108288,NA,2021-02-01,NA,NA
Utah,US,2021-02-02T05:30:40Z,40.15,-111.8624,347208,1668,307848,37692,49,10830.08573412378,2613818,NA,0.4804036773346237,84000049,USA,81530.0138055458,NA,2021-02-01,NA,NA
Vermont,US,2021-02-02T05:30:40Z,44.0459,-72.7107,12083,175,8268,3640,50,1936.4123406021579,908823,NA,1.4483158156087064,84000050,USA,145647.2790385728,NA,2021-02-01,NA,NA
Virgin Islands,US,2021-02-02T05:30:40Z,18.3358,-64.8963,2421,24,2306,91,78,2256.963866204273,41875,NA,0.9913258983890956,850,VIR,39037.73725621807,NA,2021-02-01,NA,NA
Virginia,US,2021-02-02T05:30:40Z,37.7693,-78.17,507640,6474,40511,460655,51,5947.382930083103,5261801,NA,1.2753132140887242,84000051,USA,61645.940920522815,NA,2021-02-01,NA,NA
Washington,US,2021-02-02T05:30:40Z,47.4009,-121.4905,313335,4318,NA,309017,53,4114.765630981289,4548239,NA,1.3780777761820415,84000053,USA,59728.20629259006,NA,2021-02-01,NA,NA
West Virginia,US,2021-02-02T05:30:40Z,38.4912,-80.9545,121425,2028,98782,20615,54,6775.392866768184,1950731,NA,1.6701667696108708,84000054,USA,108848.82769103203,NA,2021-02-01,NA,NA
Wisconsin,US,2021-02-02T05:30:40Z,44.2685,-89.6165,592921,6436,518801,67684,55,10183.387222594536,6160773,NA,1.0854734441856504,84000055,USA,105810.9546626033,NA,2021-02-01,NA,NA
Wyoming,US,2021-02-02T05:30:40Z,42.756,-107.3025,52057,596,50317,1144,56,8994.59014892209,651791,NA,1.144898860864053,84000056,USA,112618.72385569815,NA,2021-02-01,NA,NA
Alabama,US,2021-02-03T05:30:38Z,32.3182,-86.9023,462938,7894,242143,212901,1,9441.577260494965,2133836,NA,1.7051959441653093,84000001,USA,43519.38586857318,NA,2021-02-02,NA,NA
Alaska,US,2021-02-03T05:30:38Z,61.3707,-152.4044,54596,279,NA,54315,2,7462.835505676341,1511785,NA,0.5110451697988789,84000002,USA,206656.459958034,NA,2021-02-02,NA,NA
American Samoa,US,2021-02-03T05:30:38Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-02-02,NA,NA
Arizona,US,2021-02-03T05:30:38Z,33.7298,-111.4312,765083,13362,104681,647040,4,10511.23432879723,6754669,NA,1.7464771796001215,84000004,USA,47768.32235681097,NA,2021-02-02,NA,NA
Arkansas,US,2021-02-03T05:30:38Z,34.9697,-92.3731,298004,4939,276704,16361,5,9874.862648468888,2446230,NA,1.6573603038885385,84000005,USA,81059.93629804984,NA,2021-02-02,NA,NA
California,US,2021-02-03T08:30:42Z,36.1162,-119.6816,3355781,42157,NA,3313879,6,8493.019995356879,42851891,NA,1.2486512081688286,84000006,USA,108452.24020931446,NA,2021-02-02,NA,NA
Colorado,US,2021-02-03T05:30:38Z,39.0598,-105.3111,398037,5650,21127,371260,8,6911.8813572978515,5482105,NA,1.4194660295399677,84000008,USA,95196.32433228404,NA,2021-02-02,NA,NA
Connecticut,US,2021-02-03T05:30:38Z,41.5978,-72.7554,256522,7133,9800,239589,9,7194.9887905237365,5869595,NA,2.7806581891611635,84000009,USA,164631.76737244436,NA,2021-02-02,NA,NA
Delaware,US,2021-02-03T05:30:38Z,39.3185,-75.5071,78696,1316,NA,77588,10,8081.629635106658,1243589,NA,1.4079495781234117,84000010,USA,127709.48607670852,NA,2021-02-02,NA,NA
Diamond Princess,US,2021-02-03T05:30:38Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-02-02,NA,NA
District of Columbia,US,2021-02-03T05:30:38Z,38.8974,-77.0268,37008,916,26086,10006,11,5243.790639448303,1110294,NA,2.475140510159965,84000011,USA,157321.37062893464,NA,2021-02-02,NA,NA
Florida,US,2021-02-03T05:30:38Z,27.7663,-81.6868,1737640,26822,NA,1710818,12,8090.4240516587015,19326910,NA,1.5435878547915565,84000012,USA,89985.78388402838,NA,2021-02-02,NA,NA
Georgia,US,2021-02-03T05:30:38Z,33.0406,-83.6431,917440,14450,NA,902990,13,8640.891485626973,6494048,NA,1.5750348796651552,84000013,USA,61164.069661724876,NA,2021-02-02,NA,NA
Grand Princess,US,2021-02-03T05:30:38Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-02-02,NA,NA
Guam,US,2021-02-03T05:30:38Z,13.4443,144.7937,7610,129,7381,100,66,4633.773572267992,107832,NA,1.695137976346912,316,GUM,65659.53637908043,NA,2021-02-02,NA,NA
Hawaii,US,2021-02-03T05:30:38Z,21.0943,-157.4983,26734,410,NA,25809,15,1851.721059530805,995847,NA,1.559996948661225,84000015,USA,70334.53589024997,NA,2021-02-02,NA,NA
Idaho,US,2021-02-03T05:30:38Z,44.2405,-114.4788,163656,1741,82721,79194,16,9157.809033247253,605237,NA,1.063816786430073,84000016,USA,33867.65450613156,NA,2021-02-02,NA,NA
Illinois,US,2021-02-03T05:30:38Z,40.3495,-88.9861,1130917,21336,NA,1109581,17,8924.660473029093,16161454,NA,1.8866106000705625,84000017,USA,127538.52820364176,NA,2021-02-02,NA,NA
Indiana,US,2021-02-03T05:30:38Z,39.8494,-86.2583,629903,11371,409565,210284,18,9356.54351113652,7067175,NA,1.5961187674927726,84000018,USA,104975.41746636583,NA,2021-02-02,NA,NA
Iowa,US,2021-02-03T05:30:38Z,42.0115,-93.2105,321274,4919,286315,30040,19,10182.785167999442,1256662,NA,1.531091840609573,84000019,USA,39829.92453416248,NA,2021-02-02,NA,NA
Kansas,US,2021-02-03T05:30:38Z,38.5266,-96.7265,279155,3797,5715,269643,20,9582.042992962653,1177617,NA,1.3601762461714817,84000020,USA,40421.904401653934,NA,2021-02-02,NA,NA
Kentucky,US,2021-02-03T05:30:38Z,37.6681,-84.6701,366929,3812,43714,319403,21,8212.977986526766,3626864,NA,1.0388930828579916,84000021,USA,81180.15799276267,NA,2021-02-02,NA,NA
Louisiana,US,2021-02-03T05:30:38Z,31.1695,-91.8678,404194,8953,344321,50920,22,8694.599072361563,5062438,NA,2.2150254580721143,84000022,USA,108897.87760008297,NA,2021-02-02,NA,NA
Maine,US,2021-02-03T05:30:38Z,44.6939,-69.3819,39960,618,12440,26902,23,2972.7453705219123,1412247,NA,1.5465465465465464,84000023,USA,105061.32961169817,NA,2021-02-02,NA,NA
Maryland,US,2021-02-03T05:30:38Z,39.0639,-76.8021,356541,7188,9502,339851,24,5897.4507416866245,7052264,NA,2.0160374262707514,84000024,USA,116649.64073520266,NA,2021-02-02,NA,NA
Massachusetts,US,2021-02-03T05:30:38Z,42.2302,-71.5301,528662,14652,389717,124293,25,7670.1018483415955,13782465,NA,2.7715250954295945,84000025,USA,199963.13385717786,NA,2021-02-02,NA,NA
Michigan,US,2021-02-03T05:30:38Z,43.3266,-84.5361,614143,15609,481801,116733,26,6149.512304021176,9434957,NA,2.5415904764851183,84000026,USA,94473.73683231873,NA,2021-02-02,NA,NA
Minnesota,US,2021-02-03T05:30:38Z,45.6945,-93.9002,463132,6278,448595,8259,27,8212.096108398562,6264836,NA,1.3555530604665624,84000027,USA,111085.90064032548,NA,2021-02-02,NA,NA
Mississippi,US,2021-02-03T05:30:38Z,32.7416,-89.6787,276531,6132,222812,47587,28,9291.571087334672,1604161,NA,2.217472905388546,84000028,USA,53900.56075821473,NA,2021-02-02,NA,NA
Missouri,US,2021-02-03T05:30:38Z,38.4561,-92.2884,536176,7340,NA,468710,29,7756.017667335567,4173283,NA,1.5356497626150158,84000029,USA,67997.26204527369,NA,2021-02-02,NA,NA
Montana,US,2021-02-03T05:30:38Z,46.9219,-110.4544,94384,1249,89542,3593,30,8831.020099590372,962452,NA,1.3233175114426174,84000030,USA,90051.62905673582,NA,2021-02-02,NA,NA
Nebraska,US,2021-02-03T05:30:38Z,41.1254,-98.2681,191437,1929,137446,52062,31,9896.412752635431,2110148,NA,1.007642200828471,84000031,USA,109084.95002088496,NA,2021-02-02,NA,NA
Nevada,US,2021-02-03T05:30:38Z,38.3135,-117.0554,279957,4324,NA,275633,32,9089.052632399138,2503320,NA,1.5445229088752916,84000032,USA,81272.50697691935,NA,2021-02-02,NA,NA
New Hampshire,US,2021-02-03T05:30:38Z,43.4525,-71.5639,66656,1059,61096,3903,33,4858.238257982763,1267372,NA,1.6031366375003784,84000033,USA,93208.92454352432,NA,2021-02-02,NA,NA
New Jersey,US,2021-02-03T05:30:38Z,40.2989,-74.521,703496,21584,68267,613645,34,7920.298935285105,9570808,NA,3.0681055755825195,84000034,USA,107752.7952002828,NA,2021-02-02,NA,NA
New Mexico,US,2021-02-03T05:30:38Z,34.8405,-106.2485,174982,3310,105568,66104,35,8345.077257134464,2365894,NA,1.891623138379948,84000035,USA,112831.99536061355,NA,2021-02-02,NA,NA
New York,US,2021-02-03T05:30:38Z,42.1657,-74.9481,1436788,43982,128889,1263917,36,7385.732617282769,32486988,NA,3.0611335840778184,84000036,USA,166997.64120306814,NA,2021-02-02,NA,NA
North Carolina,US,2021-02-03T05:30:38Z,35.6301,-79.8064,764228,9409,683697,71122,37,7286.631190215487,9019271,NA,1.231177083278812,84000037,USA,85995.4115546748,NA,2021-02-02,NA,NA
North Dakota,US,2021-02-03T05:30:38Z,47.5289,-99.784,97797,1447,95491,859,38,12833.207796740948,1348204,NA,1.4795954886141702,84000038,USA,176915.26411236878,NA,2021-02-02,NA,NA
Northern Mariana Islands,US,2021-02-03T05:30:38Z,15.0979,145.6739,133,2,29,102,69,241.18671115624545,17562,NA,1.5037593984962403,580,MNP,31847.526476135215,NA,2021-02-02,NA,NA
Ohio,US,2021-02-03T05:30:38Z,40.3888,-82.7649,902736,17280,793766,97634,39,7722.8871341677295,9146476,NA,1.2557381116959998,84000039,USA,78247.90616899505,NA,2021-02-02,NA,NA
Oklahoma,US,2021-02-03T05:30:38Z,35.5653,-96.9289,392923,3602,360702,27860,40,9910.712006734444,3214634,NA,0.9184932834222416,84000040,USA,81239.76647794487,NA,2021-02-02,NA,NA
Oregon,US,2021-02-03T05:30:38Z,44.572,-122.0709,143978,1981,NA,141997,41,3413.6315279971227,3202207,NA,1.3759046520996263,84000041,USA,75922.39629924767,NA,2021-02-02,NA,NA
Pennsylvania,US,2021-02-03T05:30:38Z,40.5908,-77.2098,854197,21775,697400,135022,42,6672.37723763081,9306907,NA,2.549177765784708,84000042,USA,35206.38082098024,NA,2021-02-02,NA,NA
Puerto Rico,US,2021-02-03T05:30:38Z,18.2208,-66.5901,94526,1846,78813,13867,72,2959.7700969472967,400498,NA,1.9529018471108481,630,PRI,12540.27467878889,NA,2021-02-02,NA,NA
Rhode Island,US,2021-02-03T05:30:38Z,41.6809,-71.5118,116191,2366,7096,106909,44,10968.026952096594,2553744,NA,1.8813849609694384,84000044,USA,241064.5662809939,NA,2021-02-02,NA,NA
South Carolina,US,2021-02-03T05:30:38Z,33.8569,-80.945,447904,7318,199045,241541,45,8699.337349093385,4284337,NA,1.6338322497678073,84000045,USA,83211.78841939947,NA,2021-02-02,NA,NA
South Dakota,US,2021-02-03T05:30:38Z,44.2998,-99.4388,108431,1779,104052,2600,46,12256.813077129153,403407,NA,1.6406747147955842,84000046,USA,45600.28214261088,NA,2021-02-02,NA,NA
Tennessee,US,2021-02-03T05:30:38Z,35.7478,-86.6923,731360,9900,688963,32497,47,10709.347865495884,6458818,NA,1.3536425289870926,84000047,USA,94576.85512186392,NA,2021-02-02,NA,NA
Texas,US,2021-02-03T05:30:38Z,31.0545,-97.5635,2431687,37619,1993704,400364,48,8386.318732650338,17605821,NA,1.547032985741997,84000048,USA,60718.351685882546,NA,2021-02-02,NA,NA
Utah,US,2021-02-03T05:30:38Z,40.15,-111.8624,348409,1685,309977,36747,49,10867.54723549092,2623440,NA,0.4836270015986958,84000049,USA,81830.14250342644,NA,2021-02-02,NA,NA
Vermont,US,2021-02-03T05:30:38Z,44.0459,-72.7107,12196,176,8581,3439,50,1954.521634195475,886121,NA,1.4430960970810105,84000050,USA,142009.0738779049,NA,2021-02-02,NA,NA
Virgin Islands,US,2021-02-03T05:30:38Z,18.3358,-64.8963,2426,24,2317,85,78,2261.6250885632253,42126,NA,0.9892827699917559,850,VIR,39271.73061863743,NA,2021-02-02,NA,NA
Virginia,US,2021-02-03T05:30:38Z,37.7693,-78.17,510380,6517,40673,463190,51,5979.484082924541,5281726,NA,1.2768917277322782,84000051,USA,61879.377223575975,NA,2021-02-02,NA,NA
Washington,US,2021-02-03T05:30:38Z,47.4009,-121.4905,314692,4316,NA,310376,53,4132.58597330258,4597590,NA,1.3714997521385992,84000053,USA,60376.291564438274,NA,2021-02-02,NA,NA
West Virginia,US,2021-02-03T05:30:38Z,38.4912,-80.9545,121935,2031,99857,20047,54,6803.850353793522,1959437,NA,1.665641530323533,84000054,USA,109334.61373425284,NA,2021-02-02,NA,NA
Wisconsin,US,2021-02-03T05:30:38Z,44.2685,-89.6165,594217,6480,520325,67412,55,10205.64595493912,6204596,NA,1.09051070568496,84000055,USA,106563.61239990011,NA,2021-02-02,NA,NA
Wyoming,US,2021-02-03T05:30:38Z,42.756,-107.3025,52128,624,50431,1073,56,9006.857776725716,647149,NA,1.1970534069981584,84000056,USA,111816.66289422713,NA,2021-02-02,NA,NA
Alabama,US,2021-02-04T05:30:42Z,32.3182,-86.9023,465056,8203,242143,214710,1,9484.773672623,2139919,NA,1.7638735980183031,84000001,USA,43643.44808527518,NA,2021-02-03,NA,NA
Alaska,US,2021-02-04T05:30:42Z,61.3707,-152.4044,54820,279,NA,54541,2,7493.729025555503,1520206,NA,0.5089383436701933,84000002,USA,207807.58531600927,NA,2021-02-03,NA,NA
American Samoa,US,2021-02-04T05:30:42Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-02-03,NA,NA
Arizona,US,2021-02-04T05:30:42Z,33.7298,-111.4312,767379,13576,105379,648424,4,10542.778349536049,6795188,NA,1.7691388479486667,84000004,USA,47939.09421124629,NA,2021-02-03,NA,NA
Arkansas,US,2021-02-04T05:30:42Z,34.9697,-92.3731,300430,4985,278882,16563,5,9955.252229767077,2480443,NA,1.6592883533601837,84000005,USA,82193.64146909474,NA,2021-02-03,NA,NA
California,US,2021-02-04T08:30:28Z,36.1162,-119.6816,3368281,42762,NA,3325797,6,8524.655775505214,43067233,NA,1.2612961923307469,84000006,USA,108997.2411828107,NA,2021-02-03,NA,NA
Colorado,US,2021-02-04T05:30:42Z,39.0598,-105.3111,399267,5664,21207,372396,8,6933.240211046314,5514198,NA,1.4185995837371983,84000008,USA,95753.6167659014,NA,2021-02-03,NA,NA
Connecticut,US,2021-02-04T05:30:42Z,41.5978,-72.7554,257004,7157,9800,240047,9,7208.508038763779,5882444,NA,2.7847815598200807,84000009,USA,164992.1591165031,NA,2021-02-03,NA,NA
Delaware,US,2021-02-04T05:30:42Z,39.3185,-75.5071,78982,1318,NA,77852,10,8111.0002012808045,1249291,NA,1.4307057304195894,84000010,USA,128295.04890301963,NA,2021-02-03,NA,NA
Diamond Princess,US,2021-02-04T05:30:42Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-02-03,NA,NA
District of Columbia,US,2021-02-04T05:30:42Z,38.8974,-77.0268,37199,926,26226,10047,11,5270.854085517656,1112239,NA,2.48931422887712,84000011,USA,157596.9643598503,NA,2021-02-03,NA,NA
Florida,US,2021-02-04T05:30:42Z,27.7663,-81.6868,1744619,27019,NA,1717600,12,8122.918164050524,19406606,NA,1.5487049034774931,84000012,USA,90356.84718552984,NA,2021-02-03,NA,NA
Georgia,US,2021-02-04T05:30:42Z,33.0406,-83.6431,922364,14587,NA,907777,13,8687.268087557593,6524223,NA,1.5814797628701898,84000013,USA,61448.272335010115,NA,2021-02-03,NA,NA
Grand Princess,US,2021-02-04T05:30:42Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-02-03,NA,NA
Guam,US,2021-02-04T05:30:42Z,13.4443,144.7937,7618,129,7407,82,66,4638.6448191245145,108369,NA,1.6933578367025466,316,GUM,65986.51882432456,NA,2021-02-03,NA,NA
Hawaii,US,2021-02-04T05:30:42Z,21.0943,-157.4983,26814,414,NA,25873,15,1856.5237535596439,978901,NA,1.5711785741459332,84000015,USA,69137.676287122,NA,2021-02-03,NA,NA
Idaho,US,2021-02-04T05:30:42Z,44.2405,-114.4788,164163,1748,83336,79079,16,9186.1795737704,607115,NA,1.064795355835359,84000016,USA,33972.743017181805,NA,2021-02-03,NA,NA
Illinois,US,2021-02-04T05:30:42Z,40.3495,-88.9861,1134231,21420,NA,1112811,17,8950.812988914537,16258348,NA,1.8885041935901945,84000017,USA,128303.16968650364,NA,2021-02-03,NA,NA
Indiana,US,2021-02-04T05:30:42Z,39.8494,-86.2583,631331,11408,411314,209926,18,9377.754942315454,7096324,NA,1.5983691597593022,84000018,USA,105408.39506260863,NA,2021-02-03,NA,NA
Iowa,US,2021-02-04T05:30:42Z,42.0115,-93.2105,322308,4975,288259,29074,19,10215.55781646683,1260185,NA,1.5435546123583652,84000019,USA,39941.58608208376,NA,2021-02-03,NA,NA
Kansas,US,2021-02-04T05:30:42Z,38.5266,-96.7265,281322,3872,5810,271640,20,9656.425637607206,1186849,NA,1.3763587632677146,84000020,USA,40738.79437643865,NA,2021-02-03,NA,NA
Kentucky,US,2021-02-04T05:30:42Z,37.6681,-84.6701,369510,3863,44073,321574,21,8270.748552993919,3635689,NA,1.0454385537603854,84000021,USA,81377.68811638631,NA,2021-02-03,NA,NA
Louisiana,US,2021-02-04T05:30:42Z,31.1695,-91.8678,406235,9006,363457,33772,22,8738.502932158319,5089529,NA,2.21694339483304,84000022,USA,109480.63089050623,NA,2021-02-03,NA,NA
Maine,US,2021-02-04T05:30:42Z,44.6939,-69.3819,40233,627,12467,27139,23,2993.054666972174,1422632,NA,1.5584221907389455,84000023,USA,105833.90120010832,NA,2021-02-03,NA,NA
Maryland,US,2021-02-04T05:30:42Z,39.0639,-76.8021,357483,7220,9511,340752,24,5913.032115494038,7066871,NA,2.019676460139363,84000024,USA,116891.2512736367,NA,2021-02-03,NA,NA
Massachusetts,US,2021-02-04T05:30:42Z,42.2302,-71.5301,531117,14708,389717,126692,25,7705.720258663652,13874158,NA,2.7692579977669705,84000025,USA,201293.46334705985,NA,2021-02-03,NA,NA
Michigan,US,2021-02-04T05:30:42Z,43.3266,-84.5361,615860,15644,481801,118415,26,6166.704900250399,9475374,NA,2.540187704997889,84000026,USA,94878.4387320255,NA,2021-02-03,NA,NA
Minnesota,US,2021-02-04T05:30:42Z,45.6945,-93.9002,463766,6302,449707,7757,27,8223.337976662307,6281780,NA,1.3588749498669588,84000027,USA,111386.34577575275,NA,2021-02-03,NA,NA
Mississippi,US,2021-02-04T05:30:42Z,32.7416,-89.6787,277322,6158,222812,48352,28,9318.149057725268,1604952,NA,2.2205234348519047,84000028,USA,53927.13872860532,NA,2021-02-03,NA,NA
Missouri,US,2021-02-04T05:30:42Z,38.4561,-92.2884,537804,7415,NA,469843,29,7775.700179293346,4185641,NA,1.547478354161952,84000029,USA,68198.61674955697,NA,2021-02-03,NA,NA
Montana,US,2021-02-04T05:30:42Z,46.9219,-110.4544,94810,1303,90086,3421,30,8870.87870446435,970527,NA,1.3743276025735682,84000030,USA,90807.1648181381,NA,2021-02-03,NA,NA
Nebraska,US,2021-02-04T05:30:42Z,41.1254,-98.2681,192042,1931,137684,52427,31,9927.688471098134,2132924,NA,1.0055092115266453,84000031,USA,110262.36450635025,NA,2021-02-03,NA,NA
Nevada,US,2021-02-04T05:30:42Z,38.3135,-117.0554,280707,4373,NA,276334,32,9113.402048467677,2511160,NA,1.5578521376381782,84000032,USA,81527.03953955579,NA,2021-02-03,NA,NA
New Hampshire,US,2021-02-04T05:30:42Z,43.4525,-71.5639,67041,1076,61564,4081,33,4906.9986195595975,1281021,NA,1.612685661186133,84000033,USA,94212.74079565438,NA,2021-02-03,NA,NA
New Jersey,US,2021-02-04T05:30:42Z,40.2989,-74.521,705807,21693,68429,615685,34,7946.317293370216,9603984,NA,3.0735030964555468,84000034,USA,108126.30668787766,NA,2021-02-03,NA,NA
New Mexico,US,2021-02-04T05:30:42Z,34.8405,-106.2485,175652,3338,107645,64669,35,8377.030268085762,2376514,NA,1.9003484161865507,84000035,USA,113338.47442972222,NA,2021-02-03,NA,NA
New York,US,2021-02-04T05:30:42Z,42.1657,-74.9481,1443942,44148,129378,1270416,36,7422.507375384897,32613477,NA,3.0574635269283665,84000036,USA,167647.8512083212,NA,2021-02-03,NA,NA
North Carolina,US,2021-02-04T05:30:42Z,35.6301,-79.8064,776307,9578,683697,83032,37,7401.799985583641,9102350,NA,1.2337902402013636,84000037,USA,86787.53907768092,NA,2021-02-03,NA,NA
North Dakota,US,2021-02-04T05:30:42Z,47.5289,-99.784,97936,1447,95601,888,38,12851.447782463894,1351985,NA,1.477495507270054,84000038,USA,177411.4179686167,NA,2021-02-03,NA,NA
Northern Mariana Islands,US,2021-02-04T05:30:42Z,15.0979,145.6739,133,2,29,102,69,241.18671115624545,17562,NA,1.5037593984962403,580,MNP,31847.526476135215,NA,2021-02-03,NA,NA
Ohio,US,2021-02-04T05:30:42Z,40.3888,-82.7649,906727,17362,799819,95478,39,7757.030053639715,9165199,NA,1.2605778806630883,84000039,USA,78408.081032757,NA,2021-02-03,NA,NA
Oklahoma,US,2021-02-04T05:30:42Z,35.5653,-96.9289,395062,3654,363808,26821,40,9964.263068897902,3233272,NA,0.9267455102045992,84000040,USA,81710.78332391115,NA,2021-02-03,NA,NA
Oregon,US,2021-02-04T05:30:42Z,44.572,-122.0709,144605,1991,NA,142614,41,3428.4973197712425,3218747,NA,1.3768541889976142,84000041,USA,76314.54972180579,NA,2021-02-03,NA,NA
Pennsylvania,US,2021-02-04T05:30:42Z,40.5908,-77.2098,857332,21919,708501,126912,42,6696.865619865788,9329891,NA,2.5566524986819577,84000042,USA,72878.44880979041,NA,2021-02-03,NA,NA
